,Player_ID,Players,Season,5v5 TOI,Shots/60,A1/60,Shot Contributions/60,Entries/60,Carries/60,Exits/60,Exits w/Possession/60,Failed Exit/60,Targets/60,Carry Against/60,Denial/60,Passes Allowed/60,Team,Pos.
311,EVAN.BOUCHARD,Evan Bouchard,21,591.97,12.87234642,5.574638212,22.70398108,6.791,3.243,10.034,7.5,2.03,21.28498226,10.43977701,2.229855285,3.750211161,,
92,EVAN.RODRIGUES,Evan Rodrigues,18,198.39,12.4,7.56,22.68,23.9,11.2,16.03,9.68,2.42,,,,,BUF,LW
95,EVAN.RODRIGUES,Evan Rodrigues,19,71.12,5.06,5.06,10.12,16.03,9.28,19.4,7.59,3.37,1.69,1.687289089,0,1.687289089,BUF,F
657,EVAN.RODRIGUES,Evan Rodrigues,19,63.6,12.26,12.26,24.53,19.81,8.49,9.43,4.72,3.77,1.89,0,0.943396226,0,PIT,F
187,EVAN.RODRIGUES,Evan Rodrigues,20,16.35,11.00917431,3.669724771,36.69724771,44.03669725,22.01834862,40.36697248,22.01834862,7.339449541,0,0,0,0,PIT,C
312,EVAN.RODRIGUES,Evan Rodrigues,21,443.4,13.93775372,10.96075778,30.31123139,26.928,17.185,7.713,6.089,0.81,2.300405954,0.676589986,0.676589986,0.135317997,,
506,EVANDER.KANE,Evander Kane,18,190.32,21.12,5.04,31.21,27.11,16.08,17.3,8.2,3.8,,,,,S.J,LW
688,EVANDER.KANE,Evander Kane,19,304.42,13.01,7.49,20.5,23.26,10.25,16.56,8.48,3.94,1.38,0.394192234,0.985480586,0,S.J,F
313,EVANDER.KANE,Evander Kane,21,306.07,15.29078632,4.508821607,23.72032237,17.839,9.018,8.234,5.293,1.37,0.784142888,0.196035722,0.588107166,0,,
475,EVGENI.MALKIN,Evgeni Malkin,18,156.35,11.9,20.34,44.9,18.42,14.58,17.27,10.36,4.99,,,,,PIT,C
658,EVGENI.MALKIN,Evgeni Malkin,19,296.69,10.11,20.83,30.94,21.23,16.18,18,12.54,3.03,2.22,1.011156426,0.606693856,0.202231285,PIT,F
188,EVGENI.MALKIN,Evgeni Malkin,20,14.05,12.8113879,12.8113879,34.16370107,25.6227758,17.08185053,34.16370107,12.8113879,0,0,0,0,0,PIT,C
314,EVGENI.MALKIN,Evgeni Malkin,21,214.03,9.531225666,14.01650833,31.1166485,15.418,10.092,7.289,6.167,0.84,1.681981,0.560660333,0,0,,
290,EVGENII.DADONOV,Evgenii Dadonov,18,143.86,13.35,9.18,26.28,17.93,13.35,15.43,7.51,1.67,,,,,FLA,RW
369,EVGENII.DADONOV,Evgenii Dadonov,19,290.25,9.72,9.3,19.02,17.16,11.78,12.2,8.48,2.27,1.65,0.413436693,0.413436693,0.206718346,FLA,F
301,EVGENII.DADONOV,Evgenii Dadonov,20,13.21666667,13.61916771,18.15889029,31.778058,9.079445143,9.079445143,9.079445143,4.539722571,4.539722571,0,0,0,0,OTT,R
315,EVGENII.DADONOV,Evgenii Dadonov,21,441.38,10.4670921,7.340558094,22.02167428,16.72,10.467,6.389,4.078,0.68,1.223426349,0,0.679681305,0,,
650,EVGENY.KUZNETSOV,Evgeny Kuznetsov,18,199.76,9.91,13.82,29.13,24.03,17.12,18.62,10.51,3.6,,,,,WSH,C
888,EVGENY.KUZNETSOV,Evgeny Kuznetsov,19,287.84,8.13,11.05,19.18,20.64,10.84,13.76,7.92,2.71,2.08,1.042245692,0.416898277,0.208449138,WSH,F
241,EVGENY.KUZNETSOV,Evgeny Kuznetsov,20,14.26666667,4.205607476,4.205607476,8.411214951,16.8224299,12.61682243,12.61682243,12.61682243,8.411214951,8.411214951,0,0,0,WSH,C
316,EVGENY.KUZNETSOV,Evgeny Kuznetsov,21,454.73,8.31256414,12.27092802,26.91687436,17.549,12.667,6.729,6.465,0.66,2.243072863,0.791672775,0.791672775,0,,
317,EVGENY.SVECHNIKOV,Evgeny Svechnikov,21,301.5,6.965174129,6.766169154,19.30348259,11.144,3.781,7.96,5.572,1.39,1.592039801,0.39800995,0.7960199,0.199004975,,
318,FABIAN.ZETTERLUND,Fabian Zetterlund,21,49.17,4.881355932,3.661016949,8.542372881,4.881,3.661,3.661,2.441,0,0,0,0,0,,
595,FILIP.CHLAPIK,Filip Chlapik,19,53.95,8.9,5.56,14.46,36.7,12.23,16.68,11.12,3.34,1.11,0,0,0,OTT,F
430,FILIP.CHYTIL,Filip Chytil,18,145.8,13.99,8.64,26.75,18.93,13.17,11.93,9.05,5.35,,,,,NYR,C
560,FILIP.CHYTIL,Filip Chytil,19,274.91,9.6,7.42,17.02,15.71,10.48,12,7.64,4.58,1.31,0.218253247,0.436506493,0,NYR,F
151,FILIP.CHYTIL,Filip Chytil,20,10.1,11.88118812,17.82178218,41.58415842,23.76237624,17.82178218,17.82178218,17.82178218,0,5.940594059,0,0,0,NYR,C
319,FILIP.CHYTIL,Filip Chytil,21,322.67,11.90082645,6.508264463,22.12809917,18.409,12.087,7.996,6.88,1.67,1.115702479,0,0.743801653,0,,
397,FILIP.FORSBERG,Filip Forsberg,18,164.08,19.75,9.51,32.91,15.72,10.6,17.187,7.679,4.022,,,,,NSH,LW
507,FILIP.FORSBERG,Filip Forsberg,19,274.22,16.41,9.19,25.6,18.38,12.03,14.44,9.85,2.84,2.84,1.094012107,1.094012107,0.437604843,NSH,F
115,FILIP.FORSBERG,Filip Forsberg,20,14.95,32.10702341,16.05351171,68.22742475,44.14715719,36.12040134,48.16053512,36.12040134,4.013377926,4.013377926,0,0,0,NSH,L
320,FILIP.FORSBERG,Filip Forsberg,21,368.85,13.9894266,9.434729565,27.97885319,17.243,11.387,8.296,6.832,1.46,3.253355022,0.976006507,1.46400976,0,,
321,FILIP.HALLANDER,Filip Hallander,21,5.23,0,11.46496815,11.46496815,34.395,22.93,11.465,11.465,0,0,0,0,0,,
222,FILIP.HRONEK,Filip Hronek,18,47.7,16.35,11.32,30.19,11.321,5.031,15.09,5.03,8.81,88.05031447,57.86163522,8.805031447,18.86792453,DET,D
302,FILIP.HRONEK,Filip Hronek,19,230.33,9.38,4.43,13.81,6.25,2.87,21.88,9.9,5.47,21.62,14.58776538,2.083966483,5.730907828,DET,D
58,FILIP.HRONEK,Filip Hronek,20,19.13333333,6.271777005,3.135888502,9.407665507,6.271777005,0,21.95121952,3.135888502,9.407665507,9.407665507,9.407665507,0,3.135888502,DET,D
322,FILIP.HRONEK,Filip Hronek,21,415.48,8.375787236,3.177022745,16.3183441,7.798,2.166,10.109,7.365,2.17,27.00469333,17.76244534,2.021741747,6.06522524,,
303,FILIP.ZADINA,Filip Zadina,19,64.45,10.24,13.96,24.2,23.27,14.89,13.03,7.45,6.52,0,0,0,0,DET,F
59,FILIP.ZADINA,Filip Zadina,20,13.05,0,0,0,9.195402299,4.597701149,0,0,0,0,0,0,0,DET,R
323,FILIP.ZADINA,Filip Zadina,21,322.97,12.44710496,6.687996697,22.6648777,13.376,7.617,5.016,2.972,0.37,0.557333058,0,0.371555372,0,,
287,FRANK.VATRANO,Frank Vatrano,18,102.9,16.33,9.33,27.99,19.24,7.58,11.66,6.41,1.75,,,,,FLA,LW
370,FRANK.VATRANO,Frank Vatrano,19,243.58,14.53,9.36,23.89,25.37,13.55,15.27,10.35,2.96,2.22,0.492651285,0.98530257,0.492651285,FLA,F
324,FRANK.VATRANO,Frank Vatrano,21,306.3,13.51616063,6.856023506,25.26934378,19.785,10.774,7.835,6.464,0.2,1.371204701,0.195886386,0.587659158,0.195886386,,
216,FRANS.NIELSEN,Frans Nielsen,18,72.28,10.79,11.62,30.71,18.262,10.791,12.45,7.47,5.81,,,,,DET,C
304,FRANS.NIELSEN,Frans Nielsen,19,135.76,6.63,6.19,12.82,13.26,9.28,13.7,5.75,2.21,3.09,1.325869181,1.325869181,0.883912787,DET,F
60,FRANS.NIELSEN,Frans Nielsen,20,10.18333333,0,5.891980362,5.891980362,11.78396072,5.891980362,11.78396072,0,5.891980362,0,0,0,0,DET,C
387,FREDERICK.GAUDREAU,Frederick Gaudreau,18,20.03,3,8.99,14.98,20.97,8.99,17.973,8.987,5.991,,,,,NSH,C
325,FREDERICK.GAUDREAU,Frederick Gaudreau,21,378.25,8.08988764,8.724388632,21.73165896,13.8,8.407,5.869,4.6,1.59,3.331130205,1.110376735,0.951751487,0.158625248,,
326,FREDERIK.ANDERSEN,Frederik Andersen,21,,,,,,,0.698,0.233,1.4,0,0,0,0,,
434,FREDERIK.CLAESSON,Frederik Claesson,18,53.07,11.31,1.13,15.83,9.04,3.39,13.57,5.65,3.39,83.66308649,56.52911249,4.522328999,23.74222725,NYR,D
562,FREDERIK.GAUTHIER,Frederik Gauthier,18,102.73,10.51,5.26,17.52,18.11,5.26,15.77,5.26,4.088,,,,,TOR,C
773,FREDERIK.GAUTHIER,Frederik Gauthier,19,179.95,3.33,7.34,10.67,17.67,9,10,6,2.33,2.33,1.000277855,0.666851903,0,TOR,F
327,FREDERIK.GAUTHIER,Frederik Gauthier,21,21.23,5.651491367,8.47723705,16.9544741,16.954,5.651,2.826,2.826,2.83,5.651491367,2.825745683,0,2.825745683,,
475,FREDRIK.CLAESSON,Fredrik Claesson,19,24.27,4.95,4.95,9.89,7.42,2.47,9.89,4.95,9.89,27.2,14.83312732,0,2.472187886,N.J,D
328,FREDRIK.CLAESSON,Fredrik Claesson,21,28.85,14.55805893,6.239168112,22.87694974,4.159,2.08,6.239,2.08,4.16,6.239168112,4.159445408,0,0,,
329,FREDRIK.KARLSTROM,Fredrik Karlstrom,21,13.52,4.438964242,0,4.438964242,13.317,4.439,0,0,0,0,0,0,0,,
184,GABRIEL.BOURQUE,Gabriel Bourque,18,90.23,3.99,3.99,12.63,15.96,6.65,7.315,1.995,3.325,,,,,COL,LW
861,GABRIEL.BOURQUE,Gabriel Bourque,19,136.54,7.47,6.15,13.62,14.5,5.71,14.06,9.23,5.27,2.64,0.878863337,0.439431668,0.878863337,WPG,F
133,GABRIEL.CARLSSON,Gabriel Carlsson,18,8.366666667,7.2,0,7.2,0,0,21.51,0,14.34,,,,,CBJ,D
155,GABRIEL.CARLSSON,Gabriel Carlsson,19,29.88,6.02,4.02,10.04,2.01,0,14.05,6.02,4.02,26.1,6.024096386,6.024096386,2.008032129,CBJ,D
330,GABRIEL.CARLSSON,Gabriel Carlsson,21,151.27,2.379903041,3.966505068,8.72631115,3.967,1.983,3.57,2.38,2.78,23.79903041,11.5028647,3.569854561,3.569854561,,
413,GABRIEL.DUMONT,Gabriel Dumont,19,21.99,5.46,5.46,10.91,8.19,5.46,10.91,8.19,0,2.73,0,2.72851296,0,MIN,F
331,GABRIEL.FORTIER,Gabriel Fortier,21,26.82,13.42448726,11.18707272,24.61155997,13.424,6.712,2.237,2.237,0,0,0,0,0,,
185,GABRIEL.LANDESKOG,Gabriel Landeskog,18,180.48,9.31,7.31,20.94,14.96,8.31,14.96,9.309,2.992,,,,,COL,LW
238,GABRIEL.LANDESKOG,Gabriel Landeskog,19,303.25,11.67,12.46,24.14,22.16,12.46,21.37,15.23,3.36,2.37,1.780708986,0.395713108,0.593569662,COL,F
332,GABRIEL.LANDESKOG,Gabriel Landeskog,21,462.9,10.23979261,9.332469216,28.12702527,16.98,6.74,10.369,7.907,0.78,3.499675956,1.036941024,0.518470512,0.259235256,,
390,GABRIEL.VILARDI,Gabriel Vilardi,19,44.73,5.37,2.68,8.05,14.75,2.68,13.41,9.39,4.02,4.02,4.024144869,0,0,L.A,F
333,GABRIEL.VILARDI,Gabriel Vilardi,21,104.23,7.483210745,8.634473937,18.99584266,17.269,7.483,5.756,4.029,1.15,1.726894787,0,1.151263192,0,,
330,GAETAN.HAAS,Gaetan Haas,19,197.66,6.98,8.2,15.18,15.78,11.23,15.18,6.68,2.12,1.82,0.91065466,0.607103106,0.303551553,EDM,F
832,GAGE.QUINNEY,Gage Quinney,19,11.6,5.17,5.17,10.34,15.52,10.34,20.69,10.34,0,0,0,0,0,VGK,F
709,GARNET.HATHAWAY,Garnet Hathaway,18,63.99,6.56,4.69,14.06,20.63,6.56,10.31,4.69,5.63,,,,,CGY,LW
889,GARNET.HATHAWAY,Garnet Hathaway,19,215.08,10.88,6.14,17.02,17.02,6.42,7.25,3.07,1.67,2.79,1.952761763,0.278965966,1.673795797,WSH,F
242,GARNET.HATHAWAY,Garnet Hathaway,20,10.86666667,16.56441717,5.521472391,27.60736195,11.04294478,0,5.521472391,5.521472391,0,5.521472391,5.521472391,0,0,WSH,R
334,GARNET.HATHAWAY,Garnet Hathaway,21,334.3,11.12772958,6.640741849,20.46066408,14.897,7,5.743,3.769,0.54,1.615315585,0.897397547,0.717918038,0.179479509,,
335,GARRETT.PILON,Garrett Pilon,21,18.05,6.648199446,3.324099723,16.62049861,19.945,13.296,9.972,6.648,3.32,0,0,0,0,,
336,GAVIN.BAYREUTHER,Gavin Bayreuther,21,191.27,7.842453817,2.195887069,11.9205298,2.196,0.627,6.901,4.078,3.14,23.52736145,13.80271872,2.509585221,2.195887069,,
208,GEMEL.SMITH,Gemel Smith,18,29.03,8.27,2.07,16.53,26.87,14.47,14.47,10.33,6.2,,,,,DAL,LW
749,GEMEL.SMITH,Gemel Smith,19,17.7,6.78,13.56,20.34,30.51,6.78,16.95,13.56,0,0,0,0,0,T.B,F
337,GEMEL.SMITH,Gemel Smith,21,14.42,4.161849711,8.323699422,16.64739884,29.133,16.647,16.647,12.486,0,0,0,0,0,,
414,GERALD.MAYHEW,Gerald Mayhew,19,81.42,8.11,7.37,15.48,19.16,11.79,12.53,8.11,0.74,0.74,0,0.736919676,0,MIN,F
622,GERMAN.RUBTSOV,German Rubtsov,19,22.73,2.64,2.64,5.28,15.84,2.64,10.56,2.64,5.28,2.64,0,0,0,PHI,F
338,GERRY.MAYHEW,Gerry Mayhew,21,164.8,9.101941748,5.461165049,17.83980583,16.748,8.01,7.646,6.189,0.73,1.09223301,0.36407767,0.36407767,0,,
305,GIVANI.SMITH,Givani Smith,19,9.23,6.5,0,6.5,13,0,13,6.5,6.5,0,0,0,0,DET,F
339,GIVANI.SMITH,Givani Smith,21,144.65,8.710680954,5.392326305,16.59177325,16.592,5.807,7.466,5.392,0.83,0.829588662,0,0.829588662,0,,
340,GLENN.GAWDIN,Glenn Gawdin,21,7.95,30.18867925,7.547169811,45.28301887,15.094,0,7.547,7.547,0,0,0,0,0,,
341,GRAND.TOTAL,Grand Total,21,,,,,12.693,6.523,,,,,,,,,
342,GRANT.HUTTON,Grant Hutton,21,53.28,7.88238974,1.126055677,9.008445417,3.378,1.126,6.756,5.63,1.13,33.78167031,16.89083516,2.252111354,2.252111354,,
561,GREG.MCKEGG,Greg Mckegg,19,141.61,5.51,7.63,13.13,20.76,10.17,11.44,5.51,1.69,4.66,2.965892239,0.423698891,1.271096674,NYR,F
343,GREG.MCKEGG,Greg McKegg,21,168.35,3.564003564,6.771606772,12.83041283,13.543,4.633,7.484,4.277,0,1.425601426,0.712800713,0.356400356,0,,
323,GREG.PATERYN,Greg Pateryn,18,188.89,10.16,4.13,17.47,1.91,0.95,24.1,8.3,4.4,50.18794007,33.03509979,3.494097094,12.70580761,MIN,D
415,GREG.PATERYN,Greg Pateryn,19,90.53,13.92,5.3,19.22,3.98,0.66,19.22,6.63,9.94,33.14,21.87120292,3.313818624,6.627637247,MIN,D
344,GREG.PATERYN,Greg Pateryn,21,47.03,3.827072998,3.827072998,8.929836996,5.103,1.276,1.276,0,3.83,24.23812899,14.03260099,1.275690999,1.275690999,,
345,GREGORY.HOFMANN,Gregory Hofmann,21,92.83,8.402154399,6.463195691,17.45062837,12.28,5.817,7.11,5.171,1.29,1.938958707,0.646319569,0.646319569,0,,
346,GUILLAUME.BRISEBOIS,Guillaume Brisebois,21,4.22,14.22924901,0,14.22924901,14.229,14.229,0,0,0,28.45849802,14.22924901,0,14.22924901,,
156,GUSTAV.FORSLING,Gustav Forsling,18,108.75,9.38,5.52,19.31,8.83,2.76,16,4.97,7.17,50.75862069,26.48275862,10.48275862,8.827586207,CHI,D
347,GUSTAV.FORSLING,Gustav Forsling,21,545.92,13.07891925,3.297206533,20.88230804,9.562,3.847,8.023,6.265,1.32,23.73988704,14.17798809,3.297206533,4.066554725,,
306,GUSTAV.LINDSTROM,Gustav Lindstrom,19,52.17,6.9,0,6.9,6.9,1.15,24.15,13.8,4.6,21.85,16.10120759,1.150086256,9.200690052,DET,D
348,GUSTAV.LINDSTROM,Gustav Lindstrom,21,233.2,5.145797599,3.859348199,12.60720412,3.345,1.544,7.976,6.175,1.8,22.89879931,14.1509434,2.315608919,4.116638079,,
231,GUSTAV.NYQUIST,Gustav Nyquist,18,129.11,11.15,7.9,25.09,19.054,7.9,15.8,6.97,2.79,,,,,DET,LW
156,GUSTAV.NYQUIST,Gustav Nyquist,19,406.72,8.64,12.33,20.97,22.39,11.34,15.16,9.49,2.27,3.97,0.885129819,0.590086546,0.885129819,CBJ,F
349,GUSTAV.NYQUIST,Gustav Nyquist,21,304.7,5.907449951,7.482769938,17.52543485,16.935,9.058,5.514,4.332,0.59,1.969149984,0.393829997,0.590744995,0.196914998,,
443,GUSTAV.OLOFSSON,Gustav Olofsson,19,11.27,15.97,5.32,21.3,5.32,0,31.94,10.65,5.32,26.62,10.64773736,5.323868678,0,MTL,D
15,HAMPUS.LINDHOLM,Hampus Lindholm,18,172.54,5.91,4.87,16.34,6.95,1.39,29.21,16.34,6.61,45.90239944,23.99443607,7.302654457,7.302654457,ANA,D
11,HAMPUS.LINDHOLM,Hampus Lindholm,19,180.06,9.33,5.66,15,4.67,2.67,22.99,12,6.66,24.66,15.99466844,2.665778074,6.997667444,ANA,D
277,HAMPUS.LINDHOLM,Hampus Lindholm,20,22.03333,10.89258864,2.723147159,13.6157358,5.446294319,0,24.50832443,8.169441478,5.446294319,16.33888296,13.6157358,0,2.723147159,ANA,D
350,HAMPUS.LINDHOLM,Hampus Lindholm,21,440.92,9.253449253,4.898884899,19.86769987,7.757,3.402,8.573,6.26,2.31,19.59553959,9.797769797,3.402003402,3.265923266,,
351,HAYDEN.HODGSON,Hayden Hodgson,21,14.53,4.128440367,4.128440367,8.256880734,4.128,0,4.128,0,0,4.128440367,0,0,0,,
104,HAYDN.FLEURY,Haydn Fleury,18,29.8,6.04,4.03,20.13,8.05,2.01,34.23,16.11,6.04,,,,,CAR,D
126,HAYDN.FLEURY,Haydn Fleury,19,269.25,15.38,4.23,19.61,8.25,2.45,22.51,7.58,6.02,18.05,10.25069638,1.782729805,2.896935933,CAR,D
23,HAYDN.FLEURY,Haydn Fleury,20,16.06666667,14.93775933,0,14.93775933,7.468879667,0,22.406639,14.93775933,7.468879667,18.67219917,7.468879667,3.734439833,0,CAR,D
352,HAYDN.FLEURY,Haydn Fleury,21,236.53,12.42953777,2.790304397,17.75648253,6.088,1.776,11.415,9.132,4.06,21.30777903,11.66854566,1.521984216,3.297632469,,
353,HENDRIX.LAPIERRE,Hendrix Lapierre,21,35.23,10.21759697,6.811731315,17.02932829,18.732,11.921,5.109,5.109,1.7,3.405865658,3.405865658,0,0,,
155,HENRI.JOKIHARJU,Henri Jokiharju,18,400.79,12.72,4.04,23.2,5.54,1.2,25.45,13.47,8.08,19.31185908,11.82664238,1.796452007,3.592904015,CHI,D
96,HENRI.JOKIHARJU,Henri Jokiharju,19,330.64,11.07,5.81,16.88,4.36,1.45,21.96,12.88,4.17,21.41,11.79530607,1.99612872,5.081054924,BUF,D
6,HENRI.JOKIHARJU,Henri Jokiharju,20,14,21.42857143,4.285714286,25.71428571,17.14285714,8.571428571,60,34.28571429,8.571428571,38.57142857,21.42857143,0,12.85714286,BUF,D
354,HENRI.JOKIHARJU,Henri Jokiharju,21,290.12,5.583960476,5.170333774,14.27012122,3.723,1.448,5.791,5.17,2.69,21.71540185,12.40880106,1.654506808,4.136267019,,
371,HENRIK.BORGSTROM,Henrik Borgstrom,19,17.95,3.34,16.71,20.06,10.03,6.69,13.37,6.69,0,3.34,0,3.342618384,0,FLA,F
355,HENRIK.BORGSTROM,Henrik Borgstrom,21,143.73,6.67903525,5.844155844,17.94990723,14.61,10.436,2.505,2.087,1.67,1.669758813,0,1.669758813,0,,
356,HUDSON.FASCHING,Hudson Fasching,21,22.27,2.694610779,2.694610779,5.389221558,18.862,2.695,2.695,2.695,0,2.694610779,0,2.694610779,0,,
179,IAN.COLE,Ian Cole,18,178.32,7.07,3.03,13.46,9.08,1.35,18.506,9.758,10.431,44.41453567,29.9461642,3.36473755,13.12247645,COL,D
239,IAN.COLE,Ian Cole,19,367.5,11.92,3.76,15.67,6.2,1.63,21.39,9.31,7.35,17.8,10.93877551,2.285714286,4.571428571,COL,D
357,IAN.COLE,Ian Cole,21,470.27,10.33456195,3.189679614,16.96909555,4.593,0.893,6.124,2.935,1.66,20.28636235,11.35525943,2.296569322,3.06209243,,
358,IAN.MITCHELL,Ian Mitchell,21,29.15,10.2915952,2.058319039,14.40823327,6.175,0,10.292,10.292,6.17,16.46655231,6.174957118,2.058319039,0,,
572,IGOR.OZIGANHOV,Igor Oziganhov,18,237.65,10.86,4.8,19.44,3.03,0.5,15.15,8.08,7.574,31.55901536,18.43046497,3.282137597,8.584052178,TOR,D
359,IGOR.SHESTERKIN,Igor Shesterkin,21,,,,,,,0.85,0.85,1.13,0,0,0,0,,
306,ILYA.KOVALCHUK,Ilya Kovalchuk,18,159.14,10.56,7.16,17.34,18.097,9.426,15.46,9.8,5.66,,,,,L.A,LW
391,ILYA.KOVALCHUK,Ilya Kovalchuk,19,54.91,16.39,14.21,30.6,16.39,7.65,14.21,7.65,5.46,1.09,1.092697141,0,1.092697141,L.A,F
444,ILYA.KOVALCHUK,Ilya Kovalchuk,19,61.65,13.63,7.79,21.41,15.57,9.73,16.55,7.79,2.92,0.97,0,0.97323601,0,MTL,F
890,ILYA.KOVALCHUK,Ilya Kovalchuk,19,85.2,13.38,9.86,23.24,24.65,12.68,11.97,8.45,4.23,1.41,0,0.704225352,0,WSH,F
41,ILYA.LYUBUSHKIN,Ilya Lyubushkin,18,34.28,0,5.25,10.5,1.75,0,17.5,8.75,7,113.7689615,77.01283547,7.001166861,24.50408401,ARI,D
43,ILYA.LYUBUSHKIN,Ilya Lyubushkin,19,244.76,9.32,3.92,13.24,6.86,2.45,16.91,5.88,5.39,26.23,16.91452852,2.451380945,5.638176173,ARI,D
362,ILYA.LYUBUSHKIN,Ilya Lyubushkin,21,299.88,4.401711777,4.401711777,13.40521314,5.602,2.401,8.203,6.002,2.2,25.81003724,15.60606903,3.00116712,5.202023009,,
774,ILYA.MIKHEYEV,Ilya Mikheyev,19,183.25,17.03,9.82,26.85,17.35,8.84,11.13,5.24,1.31,3.27,1.964529332,0.654843111,0.654843111,TOR,F
203,ILYA.MIKHEYEV,Ilya Mikheyev,20,10.71666667,22.39502333,0,22.39502333,27.99377916,22.39502333,11.19751166,5.598755832,0,0,0,0,0,TOR,R
363,ILYA.MIKHEYEV,Ilya Mikheyev,21,276.98,10.83097659,6.715205488,19.7123774,18.846,9.098,6.499,6.065,0.87,0.866478127,0,0.433239064,0,,
360,ILYA.SAMSONOV,Ilya Samsonov,21,,,,,,,0,0,0,0,0,0,0,,
361,ILYA.SOROKIN,Ilya Sorokin,21,,,,,,,0.121,0,0.36,0,0,0,0,,
364,ISAAC.RATCLIFFE,Isaac Ratcliffe,21,58.33,6.171428571,2.057142857,11.31428571,9.257,2.057,3.086,0,0,0,0,0,0,,
30,ISAC.LUDERSTROM,Isac Luderstrom,18,87.79,6.83,5.47,14.35,12.99,8.2,17.09,6.83,1.37,,,,,ANA,Rw
12,ISAC.LUNDESTROM,Isac Lundestrom,19,31.82,1.89,0,1.89,11.31,5.66,13.2,5.66,1.89,1.89,1.885606537,0,1.885606537,ANA,F
278,ISAC.LUNDESTROM,Isac Lundestrom,20,15.25,11.80327869,0,11.80327869,27.54098361,11.80327869,19.67213115,7.868852459,0,0,0,0,0,ANA,C
365,ISAC.LUNDESTROM,Isac Lundestrom,21,307.53,6.438326468,6.63342727,17.36397138,18.339,11.316,7.999,6.243,0.98,2.536310427,0.195100802,1.951008021,0,,
536,IVAN.BARBASHEV,Ivan Barbashev,18,77.35,7.76,6.21,18.62,17.84,6.98,13.19,6.98,6.21,,,,,STL,RW
716,IVAN.BARBASHEV,Ivan Barbashev,19,284.93,6.11,10.53,16.64,19.58,11.58,10.74,8.21,4.84,2.74,0.63173411,1.26346822,0.63173411,STL,F
366,IVAN.BARBASHEV,Ivan Barbashev,21,398.68,6.170310606,8.427741315,20.61786715,12.642,9.03,9.782,7.976,1.5,0.601981523,0.150495381,0.150495381,0,,
457,IVAN.PROVOROV,Ivan Provorov,18,537.65,11.49,4.13,21.09,8.48,3.46,27.2,15.5,6.9,34.81819027,22.31935274,2.343532038,9.708918441,Phi,D
623,IVAN.PROVOROV,Ivan Provorov,19,620.17,10.06,4.64,14.71,9.48,4.26,22.35,11.51,5.9,25.15,15.09263589,2.515439315,5.99835529,PHI,D
165,IVAN.PROVOROV,Ivan Provorov,20,18.55,22.64150943,6.469002695,32.34501348,19.40700809,3.234501348,77.62803235,29.11051213,16.17250674,51.75202156,25.87601078,6.469002695,3.234501348,PHI,D
367,IVAN.PROVOROV,Ivan Provorov,21,544.98,7.266277256,3.853328848,14.75274473,6.386,3.193,10.019,6.936,2.53,25.4319704,15.08303006,2.532187529,4.513899507,,
596,J.C..BEAUDIN,J.C. Beaudin,19,38.72,7.75,7.75,15.5,17.05,4.65,12.4,10.85,4.65,3.1,3.099173554,0,1.549586777,OTT,F
240,J.T..COMPHER,J.T. Compher,19,306.78,8.02,9,17.02,16.82,9.78,12.32,9.58,1.56,5.09,3.324858205,0.977899472,2.151378838,COL,F
368,J.T..COMPHER,J.T. Compher,21,426.37,9.006332578,6.332577594,19.27918067,15.761,6.473,6.333,4.785,0.99,1.688687358,0.703619733,0.42217184,0,,
804,J.T..MILLER,J.T. Miller,19,349.24,11.34,13.23,24.57,21.65,11.51,12.03,8.42,2.41,2.06,0.687206506,0.859008132,0,VAN,F
369,J.T..MILLER,J.T. Miller,21,404.2,8.609599208,12.46907472,29.09450767,17.961,8.906,8.313,6.383,1.19,1.632855022,0.148441366,0.593765463,0,,
110,JACCOB.SLAVIN,Jaccob Slavin,18,238.56,12.32,6.54,27.16,10.81,6.29,25.4,14.08,5.78,78.722334,45.52313883,11.31790744,13.83299799,CAR,D
127,JACCOB.SLAVIN,Jaccob Slavin,19,564.78,12.54,5.1,17.64,9.03,2.87,25.5,11.37,4.57,26.45,12.9607989,5.842983108,4.780622543,CAR,D
24,JACCOB.SLAVIN,Jaccob Slavin,20,19.93333333,12.04013378,6.020066891,18.06020067,6.020066891,3.010033445,18.06020067,6.020066891,0,9.030100336,6.020066891,0,0,CAR,D
370,JACCOB.SLAVIN,Jaccob Slavin,21,604.67,10.31973539,6.747519294,22.92171996,7.641,2.778,13.297,8.037,1.59,25.40242558,14.78500551,3.770672547,4.564498346,,
372,JACK.AHCAN,Jack Ahcan,21,13.33,4.5,0,9,0,0,0,0,4.5,31.5,18,4.5,9,,
371,JACK.CAMPBELL,Jack Campbell,21,,,,,,,1.234,0.411,0,0,0,0,0,,
76,JACK.EICHEL,Jack Eichel,18,324.92,13.11,14.96,34.53,29.5,19.9,14.77,11.26,4.06,,,,,BUF,C
97,JACK.EICHEL,Jack Eichel,19,351.69,12.11,14.33,26.44,22.86,17.74,16.04,12.62,4.78,3.07,1.194233558,0.341209588,0.682419176,BUF,F
7,JACK.EICHEL,Jack Eichel,20,18.61666667,3.222918531,16.11459266,35.45210384,19.33751119,6.445837062,32.22918531,19.33751119,0,0,0,0,0,BUF,C
