"Name","Team","Season","GP","TOI","GF%","SF%","FF%","CF%","xGF%","GF/60","GA/60","SF/60","SA/60","FF/60","FA/60","CF/60","CA/60","xGF/60","xGA/60","G±/60","S±/60","F±/60","C±/60","xG±/60","Sh%","Sv%"
"Wild","MIN","21-22",82,3856.15,58.01,52.15,51.79,51.8,53.72,3.22,2.33,32.1,29.45,43.31,40.32,57.44,53.46,2.41,2.07,0.89,2.65,2.99,3.98,0.33,10.04,92.08
"Canadiens","MTL","21-22",82,3941.05,43.82,45.4,45,45.25,44.93,2.34,3,28.25,33.98,37.56,45.91,50.52,61.11,2.37,2.91,-0.66,-5.73,-8.35,-10.59,-0.54,8.28,91.17
"Devils","N.J","21-22",82,4045.38,45.48,49.36,49.33,49.51,50.55,2.68,3.21,30.88,31.68,42.82,43.99,56.32,57.43,2.59,2.53,-0.53,-0.8,-1.17,-1.11,0.06,8.68,89.85
"Predators","NSH","21-22",82,3867.67,51.68,49.14,50.08,49.83,50.16,2.57,2.4,29.21,30.22,41.53,41.39,54.39,54.76,2.33,2.32,0.17,-1.02,0.14,-0.37,0.01,8.8,92.05
"Islanders","NYI","21-22",82,4044.33,50.05,46.72,46.41,46.3,47.45,2.38,2.37,27.94,31.86,37.94,43.82,50.84,58.95,2.41,2.66,0,-3.92,-5.88,-8.11,-0.26,8.51,92.55
"Rangers","NYR","21-22",82,4038.73,51.6,48.1,47.59,47.34,47.65,2.35,2.2,27.48,29.64,37.52,41.32,49.69,55.27,2.26,2.48,0.15,-2.17,-3.8,-5.57,-0.22,8.54,92.57
"Senators","OTT","21-22",82,3959.75,45.58,47.44,47.87,47.66,46.69,2.23,2.66,29.06,32.19,40.44,44.04,53.75,59.04,2.37,2.71,-0.43,-3.14,-3.6,-5.29,-0.34,7.68,91.73
"Flyers","PHI","21-22",82,3963.07,45.49,46.65,45.89,45.69,45.69,2.4,2.87,29.4,33.63,39.2,46.23,52.01,61.82,2.33,2.77,-0.48,-4.23,-7.03,-9.8,-0.44,8.15,91.46
"Penguins","PIT","21-22",82,4039.45,54.15,52.93,53.47,52.7,54.22,2.69,2.27,33.94,30.18,45.69,39.76,59.03,52.98,2.71,2.29,0.41,3.76,5.93,6.05,0.42,7.92,92.46
"Sharks","S.J","21-22",82,4042.87,44.19,46.78,46.26,44.93,46.93,2.11,2.66,27.53,31.32,38.35,44.55,50.68,62.11,2.29,2.59,-0.55,-3.79,-6.2,-11.43,-0.3,7.66,91.49
"Kraken","SEA","21-22",82,4036.83,44.52,49.31,49.24,49.56,47.54,2.25,2.81,27.62,28.39,38.56,39.74,51.65,52.57,2.14,2.36,-0.56,-0.77,-1.18,-0.93,-0.22,8.16,90.11
"Blues","STL","21-22",82,4000.1,54.16,48.23,47.34,47.98,48.6,3,2.54,29.14,31.28,39.43,43.86,51.29,55.61,2.5,2.64,0.46,-2.13,-4.44,-4.31,-0.14,10.28,91.89
"Lightning","T.B","21-22",82,3922.22,55.35,50.91,51.64,51.54,52.74,2.82,2.28,29.93,28.86,42.47,39.77,55.27,51.96,2.64,2.37,0.55,1.07,2.7,3.31,0.27,9.43,92.12
"Maple Leafs","TOR","21-22",82,4032.35,53.83,53.64,53.92,54.49,56.09,3.14,2.69,33.77,29.19,46.42,39.67,61.78,51.59,2.87,2.25,0.45,4.58,6.75,10.19,0.62,9.29,90.78
"Canucks","VAN","21-22",82,4006.52,52.36,49.71,49.83,49.65,49.09,2.34,2.13,30.41,30.77,41.72,42,55.97,56.75,2.39,2.48,0.21,-0.35,-0.28,-0.78,-0.09,7.71,93.07
"Golden Knights","VGK","21-22",82,4083.57,52.23,53.99,54.02,52.9,52.59,2.68,2.45,33.61,28.64,45.76,38.95,61.35,54.62,2.82,2.54,0.23,4.97,6.82,6.73,0.28,7.96,91.46
"Jets","WPG","21-22",82,3994.97,49.09,49.44,49.67,49.69,49.28,2.34,2.42,30.82,31.52,42.73,43.3,56.04,56.73,2.64,2.72,-0.09,-0.7,-0.57,-0.69,-0.08,7.58,92.31
"Capitals","WSH","21-22",82,3979.8,53.41,51.85,51.67,50.87,51.05,2.72,2.37,30.33,28.16,42.65,39.89,55.91,53.99,2.46,2.36,0.35,2.17,2.76,1.92,0.1,8.96,91.58
