Player,Pos,Team,Entries,Carries,Carry-in%.entries,Passes,Pass%.entries,Dump-ins,Recovered Dump-ins,Left,Center,Right,Fail,5v5 TOI,Entries/60,Carries/60,Passes/60,Recoveries,Targets,Carry-in,Dump-in,Break-up,Shots off Entries,Passes Allowed,Carry-in%.entry_defense,Break-up%,Pass%.entry_defense,Carry Denial,Pass Denial,Break-up?,Touches,Exits,Possession Exits,Exit%,Possession Exit%,Fail%,Assists,Carry,Pass,Dump,Clear,Fail.exits,Assisted Passes,Assisted Carries,Assisted Turnovers,Icing,Left.exits,Center.exits,Right.exits,5v5 TOI.exits,Touches/60,Exits/60,Possession/60,Fail/60,Assists/60,#,5v5 TOI.forechecking,Applied Pressure,Turnovers Forced,Clears Forced,Pressures/60,Disruptions/60,#.shots,Shots,On Goal,Missed,Chances,Deflection,One-timer,Rebounds,Wrist,Slapshot,Wraparound,Backhand,Passes.shots,A1,A2,A3,Solo Shots,5v5 TOI.shots,Shots/60,Chances/60,Passes/60.shots,A1/60,Contributions/60,PSC/60,Stretch Passes,Home Plate,Low-to-High,Behind Net,High Danger,Home Plate/60,L2H/60,BTN/60,HD/60,One-timer/60
Ryan O'Reilly,C,STL,27,12,44.4%,6,22.2%,15,7,11,9,12,5,120.78,13.41,5.96,2.98,3.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,53,32,85.5%,51.6%,12.9%,7,11,21,4,17,8,5,2,0,1,35,8,19,120.78,19.87,16.39,7.45,2.98,3.477,90,120.78,30,17,1,14.9,8.94,90,26,18,8,9,3,2,0,15,4,0,1,48,30,15,3,7,120.78,12.92,4.47,23.85,14.9,36.76,27.82,0,1,9,6,7,0.497,4.471,2.981,3.477,3.48
Vladimir Tarasenko,RW,STL,52,29,55.8%,13,25.0%,23,3,13,11,32,4,122.97,25.37,14.15,6.34,1.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,46,32,83.6%,58.2%,12.7%,1,15,17,1,13,7,1,0,0,2,21,6,28,122.97,20.49,16.59,12.69,2.93,0.488,91,122.97,21,8,1,10.25,4.39,91,36,23,13,21,2,4,3,26,1,0,0,35,25,7,3,6,122.97,17.57,10.25,17.08,12.2,34.64,29.76,0,2,7,2,4,0.976,3.415,0.976,1.952,2.44
Dan Girardi,D,T.B,17,2,11.8%,1,5.9%,15,0,0,2,15,0,196.22,5.2,0.61,0.31,0,165,106,41,18,85,41,64.20%,10.90%,24.80%,0.193,0.519,0.251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,25,10,15,1,0,6,0,17,2,0,0,19,12,6,1,4,196.22,7.64,0.31,5.81,3.67,13.45,11.31,0,0,0,0,0,0,0,0,0,0
Anton Stralman,D,T.B,27,5,18.5%,3,11.1%,22,0,3,1,24,1,217.1,7.46,1.38,0.83,0,140,100,27,13,74,30,71.40%,9.30%,21.40%,1.139,-0.232,-0.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,28,10,18,2,0,4,0,22,2,0,0,33,20,9,4,6,217.1,7.74,0.55,9.12,5.53,16.86,13.27,4,1,0,0,1,0.28,0,0,0.28,0
Mathieu Joseph,RW,T.B,52,29,55.8%,5,9.6%,23,7,19,8,28,3,144.5,21.59,12.04,2.08,2.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,27,11,16,10,0,2,0,21,0,0,3,30,23,5,2,13,144.5,11.21,4.15,12.46,9.55,23.67,20.76,1,2,8,2,4,0.83,3.32,0.83,1.66,1.25
Tyler Johnson,C,T.B,42,26,61.9%,8,19.0%,16,8,18,9,17,2,160.85,15.67,9.7,2.98,2.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,30,22,8,17,3,3,2,18,3,0,1,26,13,8,5,10,160.85,11.19,6.34,9.7,4.85,20.89,16.04,0,1,3,3,4,0.37,1.12,1.12,1.49,0.75
JT Miller,LW,T.B,62,34,54.8%,13,21.0%,28,14,30,15,20,3,154.76,24.04,13.18,5.04,5.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,19,9,10,9,0,0,0,12,4,1,2,51,30,17,4,10,154.76,7.37,3.49,19.77,11.63,27.14,19,0,2,7,2,4,0.78,2.71,0.78,1.55,3.88
Cedric Paquette,C,T.B,37,9,24.3%,3,8.1%,28,8,16,10,14,3,128.91,17.22,4.19,1.4,3.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,18,12,6,11,2,0,1,15,0,0,0,18,13,5,0,8,128.91,8.38,5.12,8.38,6.05,16.76,14.43,0,1,5,2,3,0.47,2.33,0.93,1.4,0.93
Alex Killorn,LW,T.B,42,13,31.0%,5,11.9%,29,9,15,9,19,1,141.86,17.76,5.5,2.11,3.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,46,26,20,14,1,1,1,35,1,0,6,26,20,4,2,15,141.86,19.46,5.92,11,8.46,30.45,27.91,0,3,9,1,4,1.27,3.81,0.42,1.69,2.11
Ondrej Palat,LW,T.B,34,18,52.9%,9,26.5%,16,5,18,8,12,4,108.55,18.79,9.95,4.97,2.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,16,6,10,6,1,1,0,11,1,0,2,31,16,14,1,8,108.55,8.84,3.32,17.13,8.84,25.98,17.69,0,0,5,0,0,0,2.76,0,0,2.76
Brayden Point,C,T.B,63,38,60.3%,14,22.2%,25,11,21,12,35,5,185.73,20.35,12.28,4.52,3.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,31,17,14,18,7,2,4,15,1,0,2,36,23,12,1,10,185.73,10.01,5.81,11.63,7.43,21.64,17.44,0,1,5,0,1,0.32,1.62,0,0.32,1.29
Ryan Callahan,Rw,T.B,26,7,26.9%,2,7.7%,19,2,6,12,9,1,106.52,14.65,3.94,1.13,1.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan McDonagh,D,T.B,30,10,33.3%,3,10.0%,20,0,25,3,3,1,227,7.93,2.64,0.79,0,216,145,50,21,96,48,67.10%,9.70%,22.20%,0.573,-0.058,-0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,46,18,28,7,0,5,3,36,1,0,1,30,17,10,3,13,227,12.16,1.85,7.93,4.49,20.09,16.65,5,0,1,1,1,0,0.26,0.26,0.26,0.26
Slater Koekkoek,D,T.B,7,3,0.0%,0,0.0%,4,0,5,0,2,0,60.65,6.92,2.97,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,10,6,4,2,0,1,0,8,0,0,1,7,4,3,0,3,60.65,9.89,1.98,6.92,3.96,16.82,13.85,1,0,1,0,0,0,0.99,0,0,0
Yanni Gourde,RW,T.B,56,28,50.0%,9,16.1%,28,15,16,13,34,7,178.17,18.86,9.43,3.03,5.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,22,15,7,8,1,2,2,12,0,0,5,49,25,15,9,10,178.17,7.41,2.69,16.5,8.42,23.91,15.83,1,3,6,4,7,1.01,2.02,1.35,2.36,2.36
Braydon Coburn,D,T.B,28,4,14.3%,1,3.6%,24,0,16,3,9,0,210.29,7.99,1.14,0.29,0,160,106,37,17,77,36,66.30%,10.60%,22.50%,0.457,0.003,0.176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,42,21,21,4,0,5,1,29,6,0,1,28,12,12,4,13,210.29,11.98,1.14,7.99,3.42,19.97,15.41,1,0,0,0,0,0,0,0,0,0.86
Anthony Cirelli,C,T.B,34,12,35.3%,3,8.8%,22,9,15,11,14,6,144.52,14.12,4.98,1.25,3.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,19,13,6,11,1,0,6,11,0,0,2,27,20,6,1,9,144.52,7.89,4.57,11.21,8.3,19.1,16.19,0,0,7,0,0,0,2.91,0,0,0
Adam Erne,LW,T.B,25,11,44.0%,2,8.0%,14,2,6,7,12,0,87.08,17.23,7.58,1.38,1.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,21,9,12,9,3,3,1,11,1,0,2,12,7,3,2,7,87.08,14.47,6.2,8.27,4.82,22.74,19.29,0,0,0,0,0,0,0,0,0,0.69
Victor Hedman,D,T.B,18,7,38.9%,0,0.0%,11,0,10,7,1,0,141.69,7.62,2.96,0,0,158,104,35,19,85,38,65.80%,12.00%,24.10%,0.401,0.344,0.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,41,18,23,8,2,9,2,25,3,0,0,23,10,9,4,9,141.69,17.36,3.39,9.74,4.23,27.1,21.6,5,0,0,0,0,0,0,0,0,0.42
Erik Cernak,D,T.B,4,0,0.0%,0,0.0%,4,0,0,1,3,0,16.98,14.13,0,0,0,118,67,29,22,52,24,56.80%,18.60%,20.30%,-0.789,-0.472,2.281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,2,2,0,0,0,0,0,2,0,0,0,4,1,3,0,1,16.98,7.07,0,14.13,3.53,21.2,10.6,0,0,0,0,0,0,0,0,0,0
Nikita Kucherov,RW,T.B,66,45,68.2%,27,40.9%,21,3,21,21,38,14,181.61,21.8,14.87,8.92,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,39,17,22,14,0,7,5,24,1,0,2,75,51,18,6,11,181.61,12.88,4.63,24.78,16.85,37.66,29.73,2,4,16,3,7,1.32,5.29,0.99,2.31,4.96
Cory Conacher,RW,T.B,3,1,33.3%,0,0.0%,2,1,4,0,0,1,7.62,23.62,7.87,0,7.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,7.62,7.87,0,7.87,0,15.75,7.87,0,0,0,0,0,0,0,0,0,0
Steven Stamkos,C,T.B,50,30,60.0%,15,30.0%,20,4,16,10,26,2,177.6,16.89,10.14,5.07,1.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,30,19,11,16,3,11,0,15,1,0,0,47,34,11,2,4,177.6,10.14,5.41,15.88,11.49,26.01,21.62,0,3,8,4,7,1.01,2.7,1.35,2.36,2.36
Mikhail Sergachev,D,T.B,31,15,48.4%,5,16.1%,16,0,11,7,16,3,200.46,9.28,4.49,1.5,0,179,106,54,19,84,35,59.20%,10.60%,19.60%,-0.468,-0.644,0.174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,31,9,22,1,0,4,0,20,2,0,5,29,18,8,3,9,200.46,9.28,0.3,8.68,5.39,17.96,14.67,3,0,1,0,0,0,0.3,0,0,0
Ron Hainsey,D,TOR,25,2,8.0%,0,0.0%,23,0,9,3,14,1,317.35,4.73,0.38,0,0,212,113,73,26,131,35,53.30%,12.30%,16.50%,-1.246,-1.313,0.607,116,79,30,68.1%,25.9%,24.1%,19,4,26,16,33,28,13,6,6,9,51,15,50,317.35,21.93,14.94,5.67,5.294,3.592,2,317.35,9,2,3,1.7,0.95,2,45,21,24,4,0,7,0,33,5,0,0,28,16,7,5,13,317.35,8.51,0.76,5.29,3.03,13.8,11.53,3,0,0,0,0,0,0,0,0,0.19
Zach Hyman,LW,TOR,78,35,44.9%,7,9.0%,43,9,48,9,29,8,233.98,20,8.98,1.8,2.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,43,25,84.3%,49.0%,13.7%,1,17,8,4,14,7,0,1,0,1,32,5,14,233.98,13.08,11.03,6.41,1.795,0.256,11,233.98,41,19,10,10.51,7.44,11,34,24,10,19,4,2,4,17,1,2,4,43,28,12,3,16,233.98,8.72,4.87,11.03,7.18,19.75,15.9,0,1,7,8,9,0.26,1.8,2.05,2.31,0.51
Patrick Marleau,LW,TOR,71,33,46.5%,11,15.5%,38,8,46,10,24,9,292.01,14.59,6.78,2.26,1.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,72,39,82.8%,44.8%,17.2%,1,20,19,12,21,15,1,0,0,0,57,9,21,292.01,17.88,14.79,8.01,3.082,0.205,12,292.01,64,27,22,13.15,10.07,12,36,22,14,13,2,1,2,23,3,0,5,52,36,13,3,10,292.01,7.4,2.67,10.68,7.4,18.08,14.79,0,0,11,6,6,0,2.26,1.23,1.23,1.23
Mitchell Marner,RW,TOR,130,72,55.4%,34,26.2%,58,12,59,32,54,15,290.24,26.87,14.88,7.03,2.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,93,55,81.6%,48.2%,15.8%,6,32,23,11,27,18,6,0,0,3,32,27,55,290.24,23.57,19.23,11.37,3.721,1.240,16,290.24,74,34,21,15.3,11.37,16,67,37,30,26,5,2,3,56,1,0,1,119,89,25,5,16,290.24,13.85,5.37,24.6,18.4,38.45,32.25,1,8,28,8,16,1.65,5.79,1.65,3.31,3.93
Andreas Johnsson,LW,TOR,39,17,43.6%,9,23.1%,22,7,21,8,12,2,146.02,16.03,6.99,3.7,2.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,26,12,76.5%,35.3%,20.6%,2,6,6,2,12,7,1,1,0,1,21,4,9,146.02,13.97,10.68,4.93,2.876,0.822,18,146.02,26,15,5,10.68,8.22,18,19,10,9,6,1,3,2,10,0,0,3,32,18,12,2,6,146.02,7.81,2.47,13.15,7.4,20.96,15.2,0,2,5,1,3,0.82,2.05,0.41,1.23,0.41
Nikita Zaitsev,D,TOR,23,3,13.0%,1,4.3%,20,0,2,1,20,0,340.04,4.06,0.53,0.18,0,199,122,62,15,101,41,61.30%,7.50%,20.60%,-0.193,-0.414,-0.634,179,125,36,69.8%,20.1%,24.0%,27,9,27,34,55,43,22,5,4,11,33,21,125,340.04,31.58,22.06,6.35,7.587,4.764,22,340.04,6,1,4,1.06,0.88,22,61,20,41,2,0,5,0,45,11,0,0,30,11,13,6,13,340.04,10.76,0.35,5.29,1.94,16.06,12.7,1,1,0,0,1,0.18,0,0,0.18,0
Travis Dermott,D,TOR,35,12,34.3%,4,11.4%,23,0,24,7,5,1,263.47,7.97,2.73,0.91,0,140,64,60,16,74,20,45.70%,11.40%,14.30%,-2.244,-1.802,0.387,145,120,61,82.8%,42.1%,15.2%,23,10,51,19,40,22,17,6,2,3,98,22,25,263.47,33.02,27.33,13.89,5.01,5.238,23,263.47,21,10,6,4.78,3.64,23,68,24,44,5,0,10,0,48,9,0,1,54,29,19,6,20,263.47,15.49,1.14,12.3,6.6,27.78,22.09,7,0,0,0,0,0,0,0,0,0.91
Kasperi Kapanen,RW,TOR,84,59,70.2%,17,20.2%,25,9,25,23,47,11,279.8,18.01,12.65,3.65,1.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,61,33,81.3%,44.0%,17.3%,1,16,17,6,22,13,1,0,0,1,12,11,52,279.8,16.08,13.08,7.08,2.788,0.214,24,279.8,54,19,22,11.58,8.79,24,65,38,27,27,3,2,4,53,0,0,3,71,48,19,4,25,279.8,13.94,5.79,15.23,10.29,29.16,24.23,0,2,21,1,3,0.43,4.5,0.21,0.64,1.72
Par Lindholm,C,TOR,78,41,52.6%,6,7.7%,37,5,35,21,26,4,206.55,22.66,11.91,1.74,1.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,47,21,77.0%,34.4%,23.0%,2,5,16,9,17,14,2,0,1,0,34,9,18,206.55,17.72,13.65,6.1,4.067,0.581,26,206.55,33,13,9,9.59,6.39,26,40,15,25,7,10,2,1,21,2,0,4,31,16,10,5,8,206.55,11.62,2.03,9.01,4.65,20.62,16.27,0,0,6,1,1,0,1.74,0.29,0.29,0.58
Connor Brown,RW,TOR,97,59,60.8%,18,18.6%,38,8,36,24,44,7,226.6,25.68,15.62,4.77,2.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,50,30,84.7%,50.8%,8.5%,4,20,10,6,14,5,3,1,1,4,18,7,34,226.6,15.62,13.24,7.94,1.324,1.059,28,226.6,57,21,15,15.09,9.53,28,30,20,10,11,1,1,0,26,0,0,2,53,38,14,1,10,226.6,7.94,2.91,14.03,10.06,21.98,18.01,0,1,12,4,5,0.26,3.18,1.06,1.32,2.12
William Nylander,RW,TOR,31,22,71.0%,10,32.3%,9,2,8,8,17,2,81.8,22.74,16.14,7.33,1.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,11,6,68.8%,37.5%,18.8%,1,3,3,0,5,3,1,0,0,1,2,3,11,81.8,11.74,8.07,4.4,2.2,0.733,29,81.8,12,5,3,8.8,5.87,29,16,7,9,6,3,1,1,11,0,0,0,31,23,7,1,3,81.8,11.74,4.4,22.74,16.87,34.47,28.61,0,1,10,0,1,0.73,7.33,0,0.73,2.93
Josh Leivo,LW,TOR,32,9,28.1%,1,3.1%,23,3,12,6,14,0,102.57,18.72,5.26,0.58,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,28,11,84.8%,33.3%,15.2%,0,4,7,6,11,5,0,0,1,0,11,5,17,102.57,19.3,16.38,6.43,2.925,0.000,32,102.57,18,11,3,10.53,8.19,32,18,8,10,7,3,2,0,13,0,0,0,18,11,6,1,2,102.57,10.53,4.09,10.53,6.43,21.06,16.96,0,0,6,2,2,0,3.51,1.17,1.17,1.17
Frederik Gauthier,C,TOR,31,9,29.0%,2,6.5%,22,2,12,7,14,2,102.73,18.11,5.26,1.17,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,27,9,75.0%,25.0%,19.4%,1,7,2,2,16,7,0,1,1,2,15,1,20,102.73,21.03,15.77,5.26,4.088,0.584,33,102.73,21,10,7,12.27,9.93,33,18,11,7,8,2,1,3,11,0,0,1,12,9,1,2,8,102.73,10.51,4.67,7.01,5.26,17.52,15.77,0,0,5,1,1,0,2.92,0.58,0.58,0.58
Auston Matthews,C,TOR,109,71,65.1%,32,29.4%,38,15,45,35,38,9,275.8,23.71,15.45,6.96,3.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,62,40,80.5%,51.9%,18.2%,5,12,28,3,19,14,4,1,2,1,37,15,25,275.8,16.75,13.49,8.7,3.046,1.088,34,275.8,45,15,11,9.79,5.66,34,69,45,24,35,2,7,6,48,0,2,4,97,64,30,3,25,275.8,15.01,7.61,21.1,13.92,36.11,28.93,3,2,22,4,6,0.44,4.79,0.87,1.31,1.52
Nazem Kadri,C,TOR,106,53,50.0%,22,20.8%,53,16,60,14,40,8,258.75,24.58,12.29,5.1,3.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,76,44,85.4%,49.4%,13.5%,7,16,28,9,23,12,6,1,0,1,55,4,30,258.75,20.64,17.62,10.2,2.783,1.623,43,258.75,35,15,9,8.12,5.57,43,56,34,22,21,3,3,3,45,1,1,0,106,80,15,11,20,258.75,12.99,4.87,24.58,18.55,37.57,31.54,0,2,46,3,5,0.46,10.67,0.7,1.16,3.01
Morgan Rielly,D,TOR,48,20,41.7%,8,16.7%,28,0,24,7,22,5,345.97,8.32,3.47,1.39,0,174,116,48,10,100,34,66.70%,5.70%,19.50%,0.512,-0.647,-1.104,220,173,81,78.6%,36.8%,14.5%,29,15,66,32,60,32,24,5,8,15,118,41,61,345.97,38.15,30,14.05,5.55,5.029,44,345.97,18,8,2,3.12,1.73,44,107,41,66,9,0,20,0,83,3,1,0,78,43,31,4,24,345.97,18.56,1.56,13.53,7.46,32.08,26.01,7,2,1,0,2,0.35,0.17,0,0.35,1.56
Jake Gardiner,D,TOR,31,10,32.3%,3,9.7%,21,0,22,4,5,0,371.32,5.01,1.62,0.48,0,180,102,60,18,87,39,56.70%,10.00%,21.70%,-0.804,-0.18,0.012,215,170,71,79.1%,33.0%,14.0%,24,8,63,32,67,30,19,5,3,14,153,31,31,371.32,34.74,27.47,11.47,4.848,3.878,51,371.32,17,3,8,2.75,1.78,51,86,26,60,4,2,14,0,47,23,0,0,70,39,26,5,14,371.32,13.9,0.65,11.31,6.3,25.21,20.2,6,4,2,0,4,0.65,0.32,0,0.65,0.48
Martin Marincin,D,TOR,6,2,33.3%,1,16.7%,4,0,2,3,1,0,78.01,4.61,1.54,0.77,0,54,38,10,6,28,10,70.40%,11.10%,18.50%,0.999,-0.872,0.304,38,28,17,73.7%,44.7%,26.3%,6,1,16,5,6,10,4,2,1,0,16,10,12,78.01,29.23,21.54,13.08,7.691,4.615,52,78.01,1,0,1,0.77,0.77,52,16,9,7,1,0,2,1,10,3,0,0,11,8,3,0,4,78.01,12.31,0.77,8.46,6.15,20.77,18.46,2,0,0,0,0,0,0,0,0,0
Tyler Ennis,RW,TOR,55,27,49.1%,4,7.3%,28,6,20,8,27,0,140.87,23.43,11.5,1.7,2.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,31,11,75.6%,26.8%,22.0%,1,7,4,4,16,9,0,1,0,1,23,6,12,140.87,17.46,13.2,4.69,3.833,0.426,63,140.87,38,15,12,16.19,11.5,63,22,13,9,8,3,1,5,12,1,0,0,20,16,4,0,10,140.87,9.37,3.41,8.52,6.81,17.89,16.19,0,0,5,1,1,0,2.13,0.43,0.43,0.43
John Tavares,C,TOR,91,59,64.8%,27,29.7%,32,17,40,22,34,5,291.73,18.72,12.13,5.55,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,58,33,78.4%,44.6%,17.6%,4,14,19,7,18,13,2,2,1,3,26,9,38,291.73,15.22,11.93,6.79,2.674,0.823,91,291.73,50,17,15,10.28,6.58,91,69,46,23,42,6,6,6,40,2,2,6,106,65,31,10,19,291.73,14.19,8.64,21.8,13.37,35.99,27.56,2,3,29,2,5,0.62,5.96,0.41,1.03,1.03
Igor Oziganhov,D,TOR,12,2,16.7%,1,8.3%,10,0,0,4,9,1,237.65,3.03,0.5,0.25,0,125,73,39,13,52,34,58.40%,10.40%,27.20%,-0.576,1.036,0.117,96,60,32,62.5%,33.3%,31.3%,27,2,30,7,21,30,22,5,4,6,16,11,69,237.65,24.24,15.15,8.08,7.574,6.817,92,237.65,8,0,7,2.02,1.77,92,43,13,30,1,0,5,0,32,6,0,0,34,19,12,3,15,237.65,10.86,0.25,8.58,4.8,19.44,15.65,4,1,0,0,1,0.25,0,0,0.25,0.25
Michael Del Zotto,D,VAN,10,6,60.0%,2,20.0%,8,0,10,0,0,0,55.4,10.83,6.5,2.17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,19,8,70.4%,29.6%,22.2%,3,2,6,4,7,6,3,0,2,2,21,4,2,55.4,29.24,20.58,8.66,6.5,3.249,NA,NA,NA,NA,NA,NA,NA,4,8,1,7,0,0,1,0,6,1,0,0,9,5,3,1,1,55.4,8.66,0,9.75,5.42,18.41,14.08,2,1,0,0,1,1.08,0,0,1.08,1.08
Derrick Pouliot,D,VAN,24,6,25.0%,0,0.0%,24,0,15,7,5,3,185.83,7.75,1.94,0,0,184,114,47,23,90,44,62.00%,12.50%,23.90%,-0.108,0.314,0.669,95,56,19,58.9%,20.0%,35.8%,18,4,15,10,27,34,10,8,5,5,63,13,19,185.83,30.67,18.08,6.13,10.98,5.812,NA,NA,NA,NA,NA,NA,NA,5,21,8,13,0,0,5,0,10,6,0,0,30,17,13,0,5,185.83,6.78,0,9.69,5.49,16.47,12.27,1,1,2,0,1,0.32,0.65,0,0.32,0.97
