Players,Sum of 5v5 TOI,5v5 Entries,Carry-ins,Failed Entries,Entries w/ Passing Play...6,Recovered Dump-ins,Carries w/Chances,Dump-ins w/ Chances,Forecheck Pressures,Entries/60,Carries/60,Carry%,Pass%...14,Carry Chance%,Pressures/60,Recoveries/60,Entries w/ Chances per 60,Entries w/ Passing Play...19,...20,...21,...22,...23,...24,...25,...26,...27,...28,Player,Sum of 5v5 TOI2,Entry Targets,Carrires Against,Entry Denials,Passes Allowed,Carries w/ Chance Allowed,Dump-in w/ Chance Allowed,Carry Against%,Denial%,Pass%...39,Chance Against%,Targets per 60,Carries Against per 60,Denials per 60,Chances Allowed per 60,...45,...46,...47,...48,...49,...50,...51,...52,...53,...54,...55,...56
Shea Theodore,651.98,79,22,4,6,2,3,5,8,7.27,2.025,27.8%,7.6%,13.6%,0.74,0.18,0.74,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sidney Crosby,405.75,117,91,14,38,22,21,3,30,17.301,13.457,77.8%,32.5%,23.1%,4.44,3.25,3.55,5.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simon Benoit,202.5666667,13,2,1,0,0,0,0,3,3.851,0.592,15.4%,0.0%,0.0%,0.89,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Slater Koekkoek,132.6,12,1,0,0,0,0,2,1,5.43,0.452,8.3%,0.0%,0.0%,0.45,0,0.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sonny Milano,213.3166667,60,34,7,11,13,8,2,20,16.876,9.563,56.7%,18.3%,23.5%,5.63,3.66,2.81,3.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stefan Matteau,3.65,1,1,0,1,0,0,0,0,16.438,16.438,100.0%,100.0%,0.0%,0,0,0,16.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Steven Fogarty,7.62,1,0,1,0,1,0,0,0,7.877,0,0.0%,0.0%,#DIV/0!,0,7.88,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Steven Lorentz,311.57,89,35,11,9,38,6,11,38,17.139,6.74,39.3%,10.1%,17.1%,7.32,7.32,3.27,1.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Steven Stamkos,475.7833333,119,76,17,21,20,19,4,30,15.007,9.584,63.9%,17.6%,25.0%,3.78,2.52,2.9,2.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sven Baertschi,14.22,2,0,0,0,0,0,0,0,8.441,0,0.0%,0.0%,#DIV/0!,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T.J. Oshie,200.85,52,27,8,8,9,7,2,20,15.534,8.066,51.9%,15.4%,25.9%,5.97,2.69,2.69,2.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T.J. Tynan,10.9,3,1,1,0,1,0,0,0,16.514,5.505,33.3%,0.0%,0.0%,0,5.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tage Thompson,287.2666667,75,51,17,12,9,14,2,23,15.665,10.652,68.0%,16.0%,27.5%,4.8,1.88,3.34,2.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tanner Jeannot,379.68,113,44,8,8,40,10,4,48,17.857,6.953,38.9%,7.1%,22.7%,7.59,6.32,2.21,1.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tanner Kero,52.06666667,12,3,0,1,3,1,0,4,13.828,3.457,25.0%,8.3%,33.3%,4.61,3.46,1.15,1.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tanner Pearson,363.5333333,99,53,15,13,22,13,3,33,16.34,8.747,53.5%,13.1%,24.5%,5.45,3.63,2.64,2.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taro Hirose,36.27,8,2,1,0,1,0,1,2,13.235,3.309,25.0%,0.0%,0.0%,3.31,1.65,1.65,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taylor Hall,395.32,147,106,20,25,18,20,5,29,22.311,16.088,72.1%,17.0%,18.9%,4.4,2.73,3.79,3.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taylor Raddysh,363.02,99,34,11,8,31,6,4,38,16.363,5.62,34.3%,8.1%,17.6%,6.28,5.12,1.65,1.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Teddy Blueger,293.4166667,88,37,9,13,23,8,4,31,17.995,7.566,42.0%,14.8%,21.6%,6.34,4.7,2.45,2.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Teuvo Teravainen,394.32,85,29,6,12,17,10,6,40,12.934,4.413,34.1%,14.1%,34.5%,6.09,2.59,2.43,1.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thomas Bordeleau,24.95,5,3,1,1,2,1,0,4,12.024,7.214,60.0%,20.0%,33.3%,9.62,4.81,2.4,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thomas Chabot,459.42,105,61,6,14,1,20,8,1,13.713,7.967,58.1%,13.3%,32.8%,0.13,0.13,3.66,1.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thomas Harley,222.2,39,21,3,9,1,4,2,5,10.531,5.671,53.8%,23.1%,19.0%,1.35,0.27,1.62,2.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thomas Hickey,16.16666667,0,0,1,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thomas Novak,112.82,28,18,4,7,7,2,1,11,14.891,9.573,64.3%,25.0%,11.1%,5.85,3.72,1.6,3.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tim Gettinger,25.26666667,3,1,3,0,0,0,0,1,7.124,2.375,33.3%,0.0%,0.0%,2.37,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tim Stützle,347.67,94,75,17,26,19,16,1,17,16.222,12.943,79.8%,27.7%,21.3%,2.93,3.28,2.93,4.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Timo Meier,325.25,127,82,18,20,22,19,3,13,23.428,15.127,64.6%,15.7%,23.2%,2.4,4.06,4.06,3.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Timothy Liljegren,406.8333333,63,19,3,5,0,5,7,6,9.291,2.802,30.2%,7.9%,26.3%,0.88,0,1.77,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TJ Brodie,639.5833333,65,16,2,4,0,0,11,4,6.098,1.501,24.6%,6.2%,0.0%,0.38,0,1.03,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tobias Bjornfot,406.1166667,35,13,3,4,0,2,2,1,5.171,1.921,37.1%,11.4%,15.4%,0.15,0,0.59,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tom Wilson,415.5,116,54,26,16,22,13,5,30,16.751,7.798,46.6%,13.8%,24.1%,4.33,3.18,2.6,2.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tomas Hertl,352.6166667,112,66,19,24,26,17,0,20,19.058,11.23,58.9%,21.4%,25.8%,3.4,4.42,2.89,4.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tomas Nosek,340.5,62,33,11,14,22,9,2,39,10.925,5.815,53.2%,22.6%,27.3%,6.87,3.88,1.94,2.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tomas Tatar,345.68,81,56,15,17,15,19,2,23,14.059,9.72,69.1%,21.0%,33.9%,3.99,2.6,3.64,2.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tony DeAngelo,461,44,24,8,7,1,5,2,4,5.727,3.124,54.5%,15.9%,20.8%,0.52,0.13,0.91,0.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Torey Krug,424.05,44,20,6,12,0,6,2,3,6.226,2.83,45.5%,27.3%,30.0%,0.42,0,1.13,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Boyd,263.6833333,56,34,10,14,8,8,3,11,12.743,7.737,60.7%,25.0%,23.5%,2.5,1.82,2.5,3.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Dermott,386.1,37,6,0,2,0,2,2,7,5.75,0.932,16.2%,5.4%,33.3%,1.09,0,0.62,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Hamonic,210.88,18,4,2,1,0,0,0,0,5.121,1.138,22.2%,5.6%,0.0%,0,0,0,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Konecny,416.2166667,136,76,14,21,25,22,1,30,19.605,10.956,55.9%,15.4%,28.9%,4.32,3.6,3.32,3.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Sanheim,576.95,58,33,4,7,2,7,2,3,6.032,3.432,56.9%,12.1%,21.2%,0.31,0.21,0.94,0.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trent Frederic,229.87,65,36,10,6,12,7,1,22,16.966,9.397,55.4%,9.2%,19.4%,5.74,3.13,2.09,1.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trevor Lewis,361.03,105,29,10,8,18,6,6,31,17.45,4.819,27.6%,7.6%,20.7%,5.15,2.99,1.99,1.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trevor Moore,412.1833333,173,92,20,29,20,25,3,31,25.183,13.392,53.2%,16.8%,27.2%,4.51,2.91,4.08,4.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trevor van Riemsdyk,393.03,42,14,3,4,1,2,2,3,6.412,2.137,33.3%,9.5%,14.3%,0.46,0.15,0.61,0.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trevor Zegras,308.5333333,102,71,20,20,10,19,2,22,19.836,13.807,69.6%,19.6%,26.8%,4.28,1.94,4.08,3.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey Fix-Wolansky,15.35,3,2,0,1,0,1,0,0,11.726,7.818,66.7%,33.3%,50.0%,0,0,3.91,3.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Troy Stecher,254.23,28,6,2,3,0,1,2,3,6.608,1.416,21.4%,10.7%,16.7%,0.71,0,0.71,0.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Troy Terry,333.1,97,72,18,18,17,22,1,23,17.472,12.969,74.2%,18.6%,30.6%,4.14,3.06,4.14,3.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tucker Poolman,191.35,28,9,0,2,0,1,0,2,8.78,2.822,32.1%,7.1%,11.1%,0.63,0,0.31,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ty Smith,383.98,38,17,6,8,0,4,1,3,5.938,2.656,44.7%,21.1%,23.5%,0.47,0,0.78,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyce Thompson,13.33,3,2,0,0,2,1,0,0,13.5,9,66.7%,0.0%,50.0%,0,9,4.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Benson,135,25,10,5,3,7,2,1,13,11.111,4.444,40.0%,12.0%,20.0%,5.78,3.11,1.33,1.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Bertuzzi,298.7,86,48,26,18,18,13,3,35,17.275,9.642,55.8%,20.9%,27.1%,7.03,3.62,3.21,3.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Bozak,189.9,42,22,4,6,11,5,1,11,13.27,6.951,52.4%,14.3%,22.7%,3.48,3.48,1.9,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Ennis,241.78,73,37,8,6,11,6,2,16,18.115,9.182,50.7%,8.2%,16.2%,3.97,2.73,1.99,1.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Johnson,72.17,13,4,2,1,2,1,1,7,10.808,3.326,30.8%,7.7%,25.0%,5.82,1.66,1.66,0.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Motte,206.4,64,23,3,7,8,6,4,21,18.605,6.686,35.9%,10.9%,26.1%,6.1,2.33,2.91,2.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Myers,513.0666667,48,16,5,5,1,3,1,7,5.613,1.871,33.3%,10.4%,18.8%,0.82,0.12,0.47,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Pitlick,145.35,42,21,11,4,10,3,0,11,17.337,8.669,50.0%,9.5%,14.3%,4.54,4.13,1.24,1.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Seguin,437.6666667,103,55,11,23,14,14,2,33,14.12,7.54,53.4%,22.3%,25.5%,4.52,1.92,2.19,3.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Toffoli,295.98,72,35,6,13,14,7,5,22,14.595,7.095,48.6%,18.1%,20.0%,4.46,2.84,2.43,2.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyson Barrie,530.32,43,8,2,3,1,0,1,4,4.865,0.905,18.6%,7.0%,0.0%,0.45,0.11,0.11,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyson Jost,421.02,112,55,13,12,26,11,5,41,15.961,7.838,49.1%,10.7%,20.0%,5.84,3.71,2.28,1.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Urho Vaakanainen,123.47,10,1,0,1,1,1,2,2,4.86,0.486,10.0%,10.0%,100.0%,0.97,0.49,1.46,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Valeri Nichushkin,398.7,131,82,22,23,26,20,6,38,19.714,12.34,62.6%,17.6%,24.4%,5.72,3.91,3.91,3.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vasily Podkolzin,307.0833333,90,44,8,6,17,5,1,18,17.585,8.597,48.9%,6.7%,11.4%,3.52,3.32,1.17,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Victor Hedman,648.2333333,84,56,6,20,2,18,6,18,7.775,5.183,66.7%,23.8%,32.1%,1.67,0.19,2.22,1.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Victor Mete,134.43,5,3,1,1,0,1,0,0,2.232,1.339,60.0%,20.0%,33.3%,0,0,0.45,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Victor Olofsson,228.3,60,32,16,9,3,11,1,12,15.769,8.41,53.3%,15.0%,34.4%,3.15,0.79,3.15,2.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Victor Rask,172.78,37,20,11,5,5,4,1,6,12.848,6.945,54.1%,13.5%,20.0%,2.08,1.74,1.74,1.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Victor Soderstrom,59.81666667,7,2,1,0,0,0,0,0,7.021,2.006,28.6%,0.0%,0.0%,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Viktor Arvidsson,347.0666667,123,86,22,24,15,19,3,25,21.264,14.867,69.9%,19.5%,22.1%,4.32,2.59,3.8,4.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ville Heinola,89.48,13,4,1,2,0,0,1,3,8.717,2.682,30.8%,15.4%,0.0%,2.01,0,0.67,1.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
