Players,Sum of 5v5 TOI,5v5 Entries,Carry-ins,Failed Entries,Entries w/ Passing Play...6,Recovered Dump-ins,Carries w/Chances,Dump-ins w/ Chances,Forecheck Pressures,Entries/60,Carries/60,Carry%,Pass%...14,Carry Chance%,Pressures/60,Recoveries/60,Entries w/ Chances per 60,Entries w/ Passing Play...19,...20,...21,...22,...23,...24,...25,...26,...27,...28,Player,Sum of 5v5 TOI2,Entry Targets,Carrires Against,Entry Denials,Passes Allowed,Carries w/ Chance Allowed,Dump-in w/ Chance Allowed,Carry Against%,Denial%,Pass%...39,Chance Against%,Targets per 60,Carries Against per 60,Denials per 60,Chances Allowed per 60,...45,...46,...47,...48,...49,...50,...51,...52,...53,...54,...55,...56
Rasmus Kupari,220.9833333,47,26,10,5,6,3,3,24,12.761,7.059,55.3%,10.6%,11.5%,6.52,1.63,1.63,1.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rasmus Ristolainen,483.8666667,36,7,3,2,0,2,3,5,4.464,0.868,19.4%,5.6%,28.6%,0.62,0,0.62,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rasmus Sandin,395.5,54,21,4,10,3,5,6,9,8.192,3.186,38.9%,18.5%,23.8%,1.37,0.46,1.67,1.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Reese Johnson,113.82,17,7,2,1,9,0,0,5,8.962,3.69,41.2%,5.9%,0.0%,2.64,4.74,0,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Reilly Smith,320.28,102,53,25,19,17,15,1,20,19.108,9.929,52.0%,18.6%,28.3%,3.75,3.18,3,3.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rem Pitlick,222.78,60,34,7,10,10,8,2,17,16.159,9.157,56.7%,16.7%,23.5%,4.58,2.69,2.69,2.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhett Gardner,7.083333333,2,1,0,0,0,0,0,2,16.941,8.471,50.0%,0.0%,0.0%,16.94,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Richard Panik,14.75,3,3,0,0,0,0,0,1,12.203,12.203,100.0%,0.0%,0.0%,4.07,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rickard Rakell,321.0833333,77,45,10,10,11,10,3,20,14.389,8.409,58.4%,13.0%,22.2%,3.74,2.06,2.43,1.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Riley Damiani,20.98333333,5,2,1,1,2,0,0,3,14.297,5.719,40.0%,20.0%,0.0%,8.58,5.72,0,2.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Riley Nash,157.1,39,16,6,5,10,3,2,18,14.895,6.111,41.0%,12.8%,18.8%,6.87,3.82,1.91,1.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Riley Sheahan,220.6666667,45,21,4,10,9,3,2,17,12.236,5.71,46.7%,22.2%,14.3%,4.62,2.45,1.36,2.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Riley Stillman,218.2833333,18,7,2,3,0,1,0,1,4.948,1.924,38.9%,16.7%,14.3%,0.27,0,0.27,0.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Riley Tufte,44.5,4,3,2,1,2,1,0,3,5.393,4.045,75.0%,25.0%,33.3%,4.04,2.7,1.35,1.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Robby Fabbri,296.83,77,51,9,10,11,8,3,31,15.564,10.309,66.2%,13.0%,15.7%,6.27,2.22,2.22,2.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Robert Bortuzzo,302.1666667,42,9,1,3,0,3,4,3,8.34,1.787,21.4%,7.1%,33.3%,0.6,0,1.39,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Robert Hagg,229.1666667,21,6,2,1,0,1,3,3,5.498,1.571,28.6%,4.8%,16.7%,0.79,0,1.05,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Robert Thomas,405.3166667,127,88,20,39,23,35,4,35,18.8,13.027,69.3%,30.7%,39.8%,5.18,3.4,5.77,5.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Robin Salo,121.6666667,13,4,0,1,0,0,1,1,6.411,1.973,30.8%,7.7%,0.0%,0.49,0,0.49,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rocco Grimaldi,19.75,9,6,2,0,1,1,0,3,27.342,18.228,66.7%,0.0%,16.7%,9.11,3.04,3.04,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Roman Josi,597.72,163,93,17,30,5,20,5,12,16.362,9.336,57.1%,18.4%,21.5%,1.2,0.5,2.51,3.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Roope Hintz,428.0666667,118,87,7,33,31,32,1,32,16.539,12.194,73.7%,28.0%,36.8%,4.49,4.35,4.63,4.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ross Colton,357.3666667,78,43,10,7,28,10,3,36,13.096,7.219,55.1%,9.0%,23.3%,6.04,4.7,2.18,1.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ross Johnston,129.85,23,8,4,1,5,1,2,16,10.628,3.697,34.8%,4.3%,12.5%,7.39,2.31,1.39,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rudolfs Balcers,216.2,50,28,9,9,14,6,1,18,13.876,7.771,56.0%,18.0%,21.4%,5,3.89,1.94,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Carpenter,178.17,40,22,3,10,13,5,3,20,13.471,7.409,55.0%,25.0%,22.7%,6.74,4.38,2.69,3.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Donato,287.0833333,86,36,13,9,18,9,6,32,17.974,7.524,41.9%,10.5%,25.0%,6.69,3.76,3.13,1.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Dzingel,71.33333334,17,11,3,3,1,3,0,3,14.299,9.252,64.7%,17.6%,27.3%,2.52,0.84,2.52,2.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Ellis,68.25,8,3,0,0,1,0,1,0,7.033,2.637,37.5%,0.0%,0.0%,0,0.88,0.88,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Getzlaf,271.75,73,45,8,22,7,17,1,14,16.118,9.936,61.6%,30.1%,37.8%,3.09,1.55,3.97,4.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Graves,462.28,40,7,2,1,0,2,1,1,5.192,0.909,17.5%,2.5%,28.6%,0.13,0,0.39,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Hartman,492.33,122,67,11,19,18,16,4,41,14.868,8.165,54.9%,15.6%,23.9%,5,2.19,2.44,2.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Johansen,352.53,76,39,11,19,12,14,3,26,12.935,6.638,51.3%,25.0%,35.9%,4.43,2.04,2.89,3.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Lindgren,553.1333333,48,14,2,2,1,3,2,4,5.207,1.519,29.2%,4.2%,21.4%,0.43,0.11,0.54,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Lomberg,251.22,95,46,6,4,14,10,1,26,22.69,10.987,48.4%,4.2%,21.7%,6.21,3.34,2.63,0.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan MacInnis,10,3,2,1,0,0,0,0,0,18,12,66.7%,0.0%,0.0%,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan McDonagh,524.3666667,50,24,3,11,0,7,2,6,5.721,2.746,48.0%,22.0%,29.2%,0.69,0,1.03,1.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan McLeod,300.27,84,53,8,15,22,5,2,29,16.785,10.591,63.1%,17.9%,9.4%,5.79,4.4,1.4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Merkley,173.2,20,11,4,3,1,1,0,2,6.928,3.811,55.0%,15.0%,9.1%,0.69,0.35,0.35,1.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Murray,259.77,20,6,2,4,0,1,0,2,4.62,1.386,30.0%,20.0%,16.7%,0.46,0,0.23,0.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Nugent-Hopkins,372.45,89,55,10,17,13,4,6,34,14.337,8.86,61.8%,19.1%,7.3%,5.48,2.09,1.61,2.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan O'Reilly,382.1166667,120,54,14,19,21,15,3,25,18.842,8.479,45.0%,15.8%,27.8%,3.93,3.3,2.83,2.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Poehling,148.25,37,27,8,8,7,2,1,13,14.975,10.927,73.0%,21.6%,7.4%,5.26,2.83,1.21,3.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Pulock,436.7166667,50,16,3,1,1,2,5,7,6.869,2.198,32.0%,2.0%,12.5%,0.96,0.14,0.96,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Reaves,304.5,57,14,11,4,15,2,4,26,11.232,2.759,24.6%,7.0%,14.3%,5.12,2.96,1.18,0.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Strome,479.0833334,128,69,13,19,24,13,3,19,16.031,8.642,53.9%,14.8%,18.8%,2.38,3.01,2,2.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Suter,609.5166667,56,7,3,1,1,1,4,4,5.513,0.689,12.5%,1.8%,14.3%,0.39,0.1,0.49,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam Bennett,384.35,136,99,19,28,23,23,3,30,21.231,15.455,72.8%,20.6%,23.2%,4.68,3.59,4.06,4.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam Carrick,192.1833333,71,33,5,9,13,7,3,15,22.166,10.303,46.5%,12.7%,21.2%,4.68,4.06,3.12,2.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam Gagner,259.12,59,21,4,5,13,2,3,18,13.662,4.863,35.6%,8.5%,9.5%,4.17,3.01,1.16,1.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam Lafferty,225.5,68,38,13,7,15,8,2,16,18.093,10.111,55.9%,10.3%,21.1%,4.26,3.99,2.66,1.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam Reinhart,381.22,121,59,12,15,19,4,9,46,19.044,9.286,48.8%,12.4%,6.8%,7.24,2.99,2.05,2.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam Steel,230.4166667,67,39,15,10,11,8,1,11,17.447,10.156,58.2%,14.9%,20.5%,2.86,2.86,2.34,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sami Niku,25.4,2,2,1,0,0,0,0,0,4.724,4.724,100.0%,0.0%,0.0%,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sammy Blais,57.65,17,9,1,3,3,1,0,7,17.693,9.367,52.9%,17.6%,11.1%,7.29,3.12,1.04,3.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sampo Ranta,66.57,17,9,3,1,5,2,0,6,15.323,8.112,52.9%,5.9%,22.2%,5.41,4.51,1.8,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Samuel Girard,682.77,86,42,5,22,1,10,4,9,7.557,3.691,48.8%,25.6%,23.8%,0.79,0.09,1.23,1.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Santeri Hatakka,53.71666666,3,0,0,0,0,0,0,0,3.351,0,0.0%,0.0%,#DIV/0!,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sasha Chmelevski,65.18333333,19,12,1,2,2,1,1,3,17.489,11.046,63.2%,10.5%,8.3%,2.76,1.84,1.84,1.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scott Harrington,25.75,3,1,0,0,0,0,0,0,6.99,2.33,33.3%,0.0%,0.0%,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scott Laughton,380.7666667,110,65,18,22,22,21,5,26,17.333,10.242,59.1%,20.0%,32.3%,4.1,3.47,4.1,3.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scott Mayfield,525.5333333,45,6,1,1,0,0,1,2,5.138,0.685,13.3%,2.2%,0.0%,0.23,0,0.11,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scott Perunovich,85.28333334,15,7,0,4,0,3,1,1,10.553,4.925,46.7%,26.7%,42.9%,0.7,0,2.81,2.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scott Reedy,61.91666667,9,2,1,2,1,1,0,1,8.721,1.938,22.2%,22.2%,50.0%,0.97,0.97,0.97,1.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scott Sabourin,10.23,3,0,0,0,0,0,1,0,17.59,0,0.0%,0.0%,#DIV/0!,0,0,5.86,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sean Couturier,251.6666667,78,46,12,16,16,13,4,22,18.596,10.967,59.0%,20.5%,28.3%,5.25,3.81,4.05,3.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sean Durzi,370.65,36,16,3,6,1,3,0,4,5.828,2.59,44.4%,16.7%,18.8%,0.65,0.16,0.49,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sean Kuraly,297.12,83,31,9,8,14,7,7,27,16.761,6.26,37.3%,9.6%,22.6%,5.45,2.83,2.83,1.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sean Monahan,353.23,95,39,14,12,20,9,7,29,16.137,6.625,41.1%,12.6%,23.1%,4.93,3.4,2.72,2.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sean Walker,32.13333334,7,2,0,1,0,1,0,1,13.071,3.734,28.6%,14.3%,50.0%,1.87,0,1.87,1.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sebastian Aho,428.45,136,75,13,28,30,28,2,47,19.045,10.503,55.1%,20.6%,37.3%,6.58,4.2,4.2,3.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Seth Griffith,5.62,3,1,0,0,1,0,0,2,32.047,10.682,33.3%,0.0%,0.0%,21.36,10.68,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Seth Jarvis,373.47,114,64,12,16,19,25,2,41,18.315,10.282,56.1%,14.0%,39.1%,6.59,3.05,4.34,2.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Seth Jones,521.6,88,41,3,14,2,6,3,7,10.123,4.716,46.6%,15.9%,14.6%,0.81,0.23,1.04,1.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shane Pinto,15.25,4,2,0,0,0,0,1,1,15.738,7.869,50.0%,0.0%,0.0%,3.93,0,3.93,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shayne Gostisbehere,360.6166667,37,19,3,6,1,5,1,6,6.156,3.161,51.4%,16.2%,26.3%,1,0.17,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
